# DEC     RA      z
1.38687 56.1904 0.50662
1.33162 56.4553 0.531341
1.06359 40.9613 0.735763
1.19923 51.2743 0.601418
1.17487 51.0429 0.617954
1.26783 58.218 0.567729
1.32222 63.8866 0.540281
1.14513 52.1015 0.646466
1.02238 46.8218 0.736904
1.22932 63.1724 0.59479
1.35053 81.6222 0.538551
1.27706 73.3397 0.582344
1.27986 86.8486 0.576094
1.23436 89.6057 0.590354
1.05293 58.9878 0.72966
1.09252 66.91 0.680876
1.04221 63.8385 0.727782
1.11826 86.653 0.659847
1.07304 85.6198 0.703663
1.53313 1.5958 0.492282
1.30399 4.22258 0.581887
1.2233 6.02654 0.648576
1.1578 7.34394 0.666085
1.17126 9.31979 0.668866
1.29551 12.0918 0.599711
1.3264 14.6601 0.572294
1.55629 19.4899 0.479654
1.34852 20.4764 0.553251
1.4185 24.0392 0.531676
1.22141 22.7782 0.641129
1.14891 23.6555 0.67537
1.49433 32.3082 0.50047
1.4761 35.9718 0.497372
1.14364 27.9933 0.676834
1.13848 28.8427 0.686327
1.46693 43.2912 0.507232
1.43982 43.6786 0.532226
1.16255 37.5186 0.671404
1.58523 57.0687 0.477787
1.31098 46.9755 0.581624
1.19155 43.391 0.6463
1.43105 61.43 0.517044
1.46086 63.2511 0.521345
1.40721 60.7469 0.542623
1.29052 59.2001 0.584887
1.47375 83.2403 0.505142
1.4138 71.9671 0.545741
1.11338 50.3512 0.725775
1.17482 57.1007 0.675289
1.36325 89.6999 0.560657
1.24267 73.1224 0.612856
1.22485 71.5114 0.645157
1.11992 63.998 0.698599
1.18725 72.8057 0.66595
1.14622 73.915 0.672663
1.13751 86.6707 0.678617
1.10754 84.92 0.72681
1.62518 1.34926 0.474935
1.58747 3.51882 0.48433
1.27671 4.18832 0.649538
1.67935 6.24329 0.45801
1.6645 9.33205 0.467253
1.40005 10.4808 0.58421
1.38142 14.9561 0.576201
1.15636 13.7803 0.71981
1.2288 17.228 0.666803
1.59257 25.38 0.481777
1.55342 26.626 0.502
1.51078 27.6668 0.51215
1.60971 33.5446 0.479435
1.60002 35.5685 0.487603
1.23906 28.2849 0.673364
1.56936 40.3249 0.504191
1.41489 38.1911 0.567134
1.50677 43.2693 0.530035
1.13178 33.0889 0.739398
1.14811 35.738 0.720609
1.6132 57.7715 0.475497
1.26565 42.8421 0.64127
1.49525 54.198 0.531134
1.39775 52.4773 0.575896
1.53508 61.7774 0.520366
1.30537 50.6484 0.628778
1.59314 81.1073 0.484708
1.53497 72.7094 0.519259
1.29356 57.2724 0.61904
1.25052 53.2821 0.665122
1.52597 83.0259 0.5264
1.49209 86.9166 0.536023
1.28892 65.6392 0.61233
1.28009 67.0079 0.623893
1.15585 58.2928 0.70147
1.32543 89.4082 0.597531
1.14244 61.0369 0.737049
1.16828 67.1556 0.725208
1.15253 75.5692 0.703787
1.36938 0.236345 0.619122
1.45862 1.13039 0.559616
1.29723 3.10388 0.656371
1.31018 4.73372 0.649178
1.14995 6.95158 0.745059
1.67138 12.9356 0.48341
1.46103 12.9311 0.569458
1.41764 14.039 0.601528
1.6245 19.0414 0.507261
1.39472 18.4141 0.60726
1.56294 24.1978 0.517439
1.63516 27.2479 0.496534
1.48017 25.9583 0.551865
1.71334 33.251 0.473492
1.6429 34.4718 0.492321
1.61848 36.3541 0.50805
1.2021 29.2579 0.708716
1.51192 40.92 0.551759
1.70004 51.9982 0.483535
1.40767 42.2694 0.599113
1.75106 60.5827 0.457203
1.43249 48.6588 0.575528
1.59882 60.9629 0.505163
1.18502 41.4236 0.728625
1.3166 48.0429 0.643897
1.2782 48.7057 0.652978
1.37007 54.5985 0.601506
1.61223 73.6271 0.507191
1.27557 50.8847 0.670884
1.29454 55.6068 0.641666
1.50121 75.7601 0.536986
1.44538 71.6342 0.566697
1.53531 86.2262 0.544825
1.49593 78.5666 0.560251
1.45742 83.6037 0.570116
1.43971 86.3641 0.578681
1.2566 62.1508 0.69823
1.35643 85.9641 0.617839
1.2292 66.9289 0.711371
1.25855 87.0352 0.66567
1.1837 78.4236 0.720402
1.72188 0.626128 0.488142
1.74063 2.80354 0.4863
1.74728 3.96011 0.475642
1.57188 6.67857 0.541313
1.22215 7.02538 0.744191
1.35047 9.20462 0.666529
1.32216 12.0515 0.657397
1.50843 14.8591 0.576979
1.77107 20.272 0.478677
1.2782 15.3013 0.713623
1.43873 19.7317 0.598741
1.74407 26.9212 0.475797
1.61538 27.2807 0.521072
1.83114 34.441 0.45674
1.2143 24.2172 0.735126
1.62283 35.6344 0.533877
1.68136 42.2849 0.494633
1.27196 30.9217 0.709289
1.55531 41.7234 0.551798
1.239 34.4593 0.721554
1.51794 44.2942 0.569909
1.55164 47.4576 0.557005
1.50298 48.187 0.57652
1.34084 44.3794 0.643702
1.80116 71.6352 0.470527
1.45404 52.8776 0.586879
1.74825 71.2837 0.486702
1.51078 58.0028 0.562641
1.4028 51.5612 0.63697
1.41896 53.6982 0.62925
1.22662 45.3694 0.747214
1.37214 55.4664 0.645182
1.32331 53.5917 0.682262
1.32451 56.0615 0.68051
1.39724 64.1546 0.628364
1.34296 64.589 0.653959
1.42068 80.9253 0.602873
1.23746 61.5431 0.716737
1.33242 78.5365 0.650099
1.23946 73.5337 0.713487
1.22175 81.0952 0.744745
1.38583 1.2671 0.667396
1.75152 2.9289 0.506004
1.55887 6.03514 0.566917
1.79239 8.72345 0.478698
1.32652 8.30101 0.69788
1.72131 13.7931 0.5021
1.45748 12.8027 0.611682
1.51582 13.6728 0.601761
1.77479 17.8337 0.498746
1.74796 22.0649 0.508875
1.87918 26.873 0.463034
1.73472 27.6909 0.512953
1.3703 23.1416 0.662461
1.80529 35.674 0.48795
1.32078 27.1381 0.692233
1.5258 32.8615 0.585789
1.35483 30.9916 0.676555
1.53583 37.0872 0.58427
1.80013 48.4684 0.485661
1.39907 37.3165 0.649423
1.76923 51.9181 0.496419
1.91272 59.5038 0.460564
1.50636 44.7596 0.598703
1.58283 48.9786 0.57289
1.81899 65.8491 0.480372
1.32073 43.6428 0.705565
1.54643 54.2569 0.593579
1.49198 54.9307 0.60224
1.68485 69.1493 0.530183
1.28405 47.7331 0.711728
1.68411 82.7021 0.524768
1.60071 71.1915 0.567279
1.57761 80.2717 0.562657
1.33305 58.294 0.698432
1.51542 80.0107 0.60425
1.38474 69.3227 0.670003
1.42177 86.1965 0.636282
1.38486 85.8593 0.655898
1.34337 77.3755 0.700658
1.27213 80.2104 0.729213
1.48602 1.44907 0.633013
1.37506 2.21379 0.695453
1.80334 5.45187 0.502562
1.85625 7.52632 0.481623
1.78081 9.12567 0.51385
1.68382 11.0603 0.539531
1.54907 11.2257 0.613322
1.83756 15.2077 0.500303
1.86135 18.097 0.484126
1.9572 21.4844 0.458735
1.74258 21.5631 0.526722
1.82455 26.4406 0.494779
1.96425 29.5905 0.466239
1.36904 22.393 0.715854
1.58311 28.3015 0.589728
1.87477 35.4505 0.489092
1.94946 39.3644 0.467598
1.33133 29.5931 0.713532
1.44103 33.5651 0.652696
1.82495 45.1298 0.498524
1.34039 31.7592 0.736632
1.56466 40.0407 0.602131
1.86531 52.5599 0.487424
1.88933 56.7451 0.474485
1.41541 39.0387 0.68956
1.53686 45.4182 0.612656
1.56861 48.1239 0.586528
1.87712 67.4749 0.47206
1.73833 59.7229 0.522092
1.71827 59.7076 0.538442
1.57709 54.3314 0.593822
1.85247 86.7551 0.480281
1.63349 61.2488 0.569465
1.38085 49.8274 0.691474
1.45381 53.8515 0.661532
1.47438 56.4665 0.654595
1.31523 50.7689 0.741767
1.57033 75.7828 0.587041
1.55262 74.3384 0.612318
1.37959 64.4159 0.697721
1.36016 66.0762 0.716255
1.3989 79.8641 0.680794
1.28686 73.143 0.74584
1.77364 1.02256 0.525973
1.95004 3.10532 0.482496
2.03299 5.95091 0.466145
2.03741 10.3019 0.454914
1.39156 8.6563 0.733047
1.4099 10.7748 0.720033
1.46573 12.7042 0.675842
1.46046 13.7392 0.667508
1.36715 14.5501 0.739642
2.02697 24.0171 0.46743
1.45449 19.717 0.689831
1.46699 21.9998 0.680484
1.45215 23.6614 0.689215
1.69368 30.7902 0.560778
1.40876 26.3136 0.713775
1.48155 29.3099 0.658797
1.51811 31.8277 0.642744
1.40056 31.1368 0.722611
1.82099 45.1661 0.512392
1.43077 35.5965 0.687687
1.70113 43.7309 0.57408
1.73937 47.5562 0.549488
1.78906 53.4195 0.533368
1.45151 41.92 0.684429
1.44435 44.0953 0.673056
1.44779 44.416 0.681971
1.84433 66.9334 0.507451
1.82071 68.4244 0.513195
1.91782 79.1591 0.494396
1.52654 53.5255 0.639275
1.82575 87.1646 0.508887
1.72406 75.5906 0.554162
1.73587 78.6084 0.55917
1.72859 89.6767 0.550947
1.63779 76.7763 0.585017
1.47272 65.1229 0.656822
1.38188 58.2915 0.726732
1.54872 88.1871 0.620575
1.47519 77.9458 0.671788
1.40584 88.3277 0.706953
1.51021 0.304355 0.668714
2.10013 2.45913 0.454442
2.01516 5.12499 0.486891
1.70411 7.20775 0.58402
1.65596 7.73247 0.615985
1.47473 8.48144 0.691442
1.58873 11.2915 0.633917
1.68445 14.1486 0.600668
1.43478 13.8914 0.710585
1.73077 19.959 0.568391
1.7717 22.8232 0.551228
1.51875 21.612 0.66237
1.50579 22.014 0.68088
1.58667 25.1241 0.635173
1.88669 31.3443 0.522624
1.43994 24.8494 0.731448
2.12759 41.6013 0.450444
1.4784 28.6145 0.708337
1.7451 37.6069 0.560378
1.96529 47.1688 0.492539
1.82025 44.9258 0.544908
2.01637 55.919 0.480451
1.89787 53.8643 0.504179
1.92842 58.1267 0.497396
2.03185 66.0908 0.480826
2.06705 75.2754 0.461442
1.83831 59.7415 0.534206
2.02692 79.8963 0.479874
1.48837 48.84 0.67971
1.64691 59.0723 0.597431
1.8801 78.8357 0.523933
1.74298 67.5245 0.57463
1.67396 64.4565 0.606691
1.76585 78.0162 0.566666
1.69546 74.6231 0.597855
1.50052 64.2247 0.678709
1.49823 65.6533 0.685819
1.58437 83.7139 0.639222
1.54586 84.2229 0.667506
1.43719 82.5558 0.706176
2.04188 0.954891 0.492227
1.92212 4.9138 0.527949
1.64828 6.76738 0.637158
1.83475 8.47296 0.561236
1.80145 10.882 0.567253
1.76384 12.4893 0.575404
1.67259 13.3342 0.610956
2.17914 19.7167 0.450954
1.9552 19.6715 0.50856
1.87591 20.7371 0.54386
1.4526 18.2969 0.725623
1.45919 19.6496 0.730411
1.62822 24.0226 0.631263
2.03827 31.2932 0.498113
1.97348 34.3465 0.507415
2.12708 39.9046 0.460088
2.11928 42.2429 0.475704
2.05209 43.4488 0.495598
1.56993 33.6869 0.677326
1.46046 32.6744 0.736022
1.96506 50.3077 0.506505
1.80603 45.3006 0.572225
1.50757 38.1482 0.710127
1.50155 39.2264 0.723331
2.17994 74.5607 0.453877
1.91885 61.7856 0.523369
2.15322 78.9652 0.46991
1.48499 45.413 0.707296
1.54001 47.9673 0.683785
1.92326 70.5781 0.527368
1.91994 72.1288 0.529907
1.91575 78.4529 0.520585
1.93152 87.9371 0.517971
1.84954 75.0859 0.551368
1.83641 83.1106 0.553965
1.58753 62.382 0.652512
1.48441 58.2938 0.705528
1.69787 83.6057 0.602789
1.54878 64.5931 0.68434
1.68015 85.1684 0.614825
1.62891 77.0311 0.651177
1.51777 72.8891 0.692044
1.53187 88.736 0.696069
1.70457 0.212224 0.630187
2.25563 2.48813 0.457646
2.17192 5.43376 0.468982
1.54878 5.09749 0.713123
1.74957 7.814 0.60071
1.54901 8.62519 0.700518
2.21635 14.4082 0.462332
1.52276 10.9394 0.734281
2.28849 18.4327 0.450135
1.60741 14.9741 0.690229
1.90996 19.8645 0.558021
1.52115 17.089 0.716346
2.22295 29.0411 0.459916
2.18264 29.5321 0.47531
1.57795 22.1789 0.705756
1.50144 22.6723 0.736855
2.06814 34.3776 0.496905
1.90578 33.0824 0.558325
2.18654 43.2459 0.463041
2.00989 39.3538 0.519984
2.11882 45.6336 0.484976
2.26601 52.3942 0.450682
1.50614 33.3174 0.731165
2.18591 55.0938 0.469278
2.15838 55.9822 0.481128
1.91501 50.2496 0.548507
1.68973 44.6791 0.628036
1.96305 57.937 0.524504
1.69626 48.197 0.623455
1.93186 59.6328 0.539355
2.20913 79.8792 0.471363
1.52247 44.0786 0.723249
1.57085 47.2363 0.698817
2.0678 85.9092 0.493565
1.99349 76.7324 0.517663
2.00353 87.8505 0.518695
1.78339 66.3562 0.586798
1.94516 84.6383 0.547091
1.52247 54.8376 0.714038
1.52981 55.3301 0.72406
1.56649 59.0644 0.707765
1.58902 64.0052 0.683987
1.66846 72.1782 0.648236
1.72853 87.6405 0.622667
1.58053 71.4964 0.699598
1.57085 78.5416 0.700596
2.17243 0.120608 0.489476
2.10478 2.63526 0.501334
2.18992 5.36701 0.489106
1.81515 7.12066 0.609105
2.05289 10.2113 0.515387
1.78849 9.85665 0.621438
1.79812 12.1461 0.624688
2.10971 15.435 0.515017
1.76138 14.0072 0.638755
1.75994 17.3533 0.620043
1.99212 22.4256 0.545609
1.55451 19.1432 0.722108
2.07473 28.651 0.513041
2.04366 30.1803 0.526919
1.7835 28.2231 0.615309
1.97033 33.4333 0.547576
1.69345 29.6071 0.668514
1.8993 35.118 0.580847
1.55526 29.8428 0.746409
2.1171 46.0054 0.506201
1.85923 40.2354 0.59979
1.59801 34.9378 0.721323
1.89942 44.8771 0.574999
1.62839 38.4421 0.699699
1.57612 38.8726 0.731733
1.69999 44.5644 0.653378
2.27513 77.0309 0.461327
2.18608 70.5104 0.483487
1.72108 49.6385 0.639069
1.62278 46.4595 0.692891
2.15105 85.4306 0.492671
1.71374 55.5928 0.644094
2.04085 84.3901 0.531375
1.9392 74.3413 0.561241
1.97343 82.7627 0.558853
1.85883 75.284 0.58148
1.73747 67.1893 0.641847
1.76287 75.4735 0.622404
1.72515 73.5735 0.646727
1.75416 85.5119 0.637267
1.65396 77.1645 0.683968
1.5697 85.8405 0.734463
2.28034 2.07044 0.474714
2.20311 5.73903 0.505347
1.86456 7.58854 0.60596
2.41579 11.8225 0.45349
2.19531 13.5508 0.498945
2.34927 15.7061 0.469893
2.3538 18.7584 0.465344
1.79428 16.1268 0.627539
1.6539 15.7613 0.715212
2.29795 26.7546 0.476664
2.34772 30.1634 0.456385
2.12289 28.4851 0.528155
1.80678 26.7585 0.62784
1.63499 24.9894 0.717813
1.61406 27.2589 0.728871
2.35736 44.9059 0.456121
1.72624 32.8906 0.675091
2.11257 45.9761 0.516583
2.04154 44.1068 0.546622
2.1753 50.0771 0.507719
2.09411 50.6652 0.521706
1.68789 39.1371 0.693754
1.77416 45.0978 0.638883
2.04738 55.3044 0.549106
2.3897 76.2308 0.46285
2.33339 75.7029 0.468762
2.31584 87.439 0.46547
2.11263 66.1856 0.529701
2.05375 66.1223 0.538935
1.83183 55.9991 0.622571
2.03122 70.1318 0.54629
1.64427 51.381 0.717327
1.86204 67.0508 0.608089
1.95858 78.4017 0.572387
1.6762 59.4763 0.685612
1.612 56.7353 0.735107
1.61681 59.9846 0.720116
1.80592 75.4026 0.642525
1.66955 69.505 0.693199
1.75874 85.9933 0.660521
1.67757 82.7132 0.686074
1.65516 84.7838 0.715479
1.73272 0.790968 0.692307
2.36338 2.62489 0.483381
2.39755 4.63368 0.47098
2.33723 6.64511 0.484738
1.9474 6.92987 0.607614
2.19439 10.6939 0.522238
1.64295 9.15249 0.732569
2.40151 15.3235 0.469707
1.90744 13.6552 0.610272
2.08087 15.914 0.558851
1.97303 17.4489 0.582048
1.75261 17.1732 0.684858
1.98237 23.0621 0.579426
2.22105 27.6106 0.515373
1.92493 26.7647 0.598863
1.65946 24.5577 0.729308
2.4334 42.2633 0.461707
2.21062 39.5729 0.52288
2.11257 39.2057 0.544102
2.1878 46.7629 0.513241
1.69402 36.1337 0.704117
1.76872 39.889 0.671962
1.67058 38.1589 0.730852
2.19818 57.0719 0.526364
2.48375 84.0518 0.453713
2.11045 58.907 0.550893
2.40403 80.2113 0.473588
1.76212 48.8907 0.66892
2.29462 80.9163 0.499839
2.11779 70.3376 0.541232
1.63395 48.1537 0.731049
1.7686 55.7682 0.667773
2.00364 72.0123 0.580198
1.63659 52.6746 0.738924
1.86829 69.4771 0.624468
1.90882 77.9745 0.6027
1.80896 68.5428 0.649055
1.8809 74.512 0.628304
1.78081 68.6841 0.675106
1.75593 72.2507 0.686003
1.66875 73.9296 0.720732
1.66141 85.3677 0.715052
1.95508 1.65986 0.611564
2.24233 4.02715 0.524942
1.73954 4.65379 0.715803
2.11383 8.07773 0.556251
2.40621 11.3911 0.480469
2.38391 14.1017 0.484514
2.48168 16.2234 0.470919
2.25305 16.2691 0.517212
1.68938 13.9864 0.744843
1.93674 17.5437 0.620776
2.53794 26.256 0.451057
2.08098 22.5851 0.580042
1.95944 23.3268 0.604304
2.22759 28.652 0.525852
2.19164 29.8557 0.536831
2.41355 36.4178 0.473376
1.84381 28.0113 0.669797
2.41688 43.1379 0.4823
1.96764 36.889 0.609734
2.06264 42.0549 0.575442
1.84748 38.3342 0.660831
2.39629 55.1448 0.484216
2.02308 46.2488 0.584949
2.1085 50.36 0.562944
2.51288 71.9272 0.453679
2.451 69.0447 0.469858
2.2437 60.397 0.526799
1.72681 43.5853 0.711578
2.01218 54.1918 0.602627
2.44211 86.5746 0.479194
2.16223 69.61 0.538778
2.27868 78.9828 0.518315
1.82392 52.8273 0.678345
1.65218 49.3416 0.746041
1.94092 64.7517 0.613432
2.05782 81.6214 0.57066
1.85757 64.1901 0.653399
1.83085 65.3822 0.660569
1.89219 74.1751 0.641251
1.86886 81.7214 0.640843
1.80288 78.2352 0.674545
1.77084 88.8641 0.689154
1.69213 87.8716 0.728395
2.32696 1.81656 0.518638
1.72142 3.7158 0.737042
2.59989 9.1043 0.451018
1.70302 7.5403 0.742999
2.31458 11.4519 0.521841
2.07232 11.5117 0.593839
2.19198 14.1969 0.548851
2.35999 16.9981 0.515529
2.01264 17.061 0.617122
1.84152 16.8095 0.681676
2.34554 23.8699 0.516737
2.26905 24.0894 0.537148
1.82398 20.4921 0.700415
2.58027 31.3673 0.461287
2.60843 34.0877 0.454263
1.93427 26.3704 0.643355
1.76379 25.4373 0.722939
2.64566 43.2565 0.452876
1.93238 31.6806 0.654929
2.50927 44.7212 0.479477
2.51873 46.485 0.472959
2.51753 48.7282 0.465632
2.56473 52.8622 0.457402
1.90687 39.3256 0.646202
1.89615 40.4656 0.652599
2.1167 49.6754 0.569932
2.29193 56.2455 0.530542
1.87769 45.0977 0.665185
1.89672 47.6469 0.652078
2.10214 56.0635 0.589178
1.85505 49.1159 0.67711
2.25918 71.3056 0.52958
2.25271 75.111 0.531809
1.88021 55.3385 0.660823
1.94075 61.4516 0.633624
2.14852 89.7511 0.563935
1.93737 65.0136 0.650734
2.02634 79.7722 0.602752
1.91346 70.1382 0.661403
1.95887 86.4393 0.638384
1.85699 81.2615 0.672656
1.71225 69.7125 0.742755
1.79147 82.5947 0.708858
2.06722 0.647843 0.606861
1.89752 1.94427 0.680234
2.44727 5.30599 0.500877
2.06745 5.64031 0.60985
2.00794 6.06722 0.644241
2.03385 8.41532 0.624026
1.78775 9.13856 0.744123
2.33694 13.7638 0.530874
1.97366 12.83 0.657549
2.29233 16.4184 0.536852
2.69946 23.3839 0.455862
2.22232 21.5293 0.560192
2.3327 23.9818 0.534322
2.63774 30.121 0.457263
2.49189 31.5834 0.486581
2.16326 28.558 0.579409
2.26429 32.7045 0.553093
2.19026 34.2497 0.573766
2.37054 38.6295 0.528655
2.37198 40.822 0.518353
2.45725 44.0537 0.504025
2.20104 40.9282 0.569537
2.19261 42.5489 0.565649
2.39073 49.2514 0.514049
2.68345 62.9256 0.450132
2.21928 49.3781 0.568519
2.12651 49.6949 0.594502
2.24066 55.9612 0.556034
1.91627 45.978 0.66619
2.25729 58.8242 0.552671
2.53995 78.2903 0.477141
2.17283 59.21 0.578063
2.30167 67.9633 0.536407
1.87677 51.3175 0.679787
2.01385 58.6035 0.626331
2.30179 82.9914 0.543906
2.273 87.9968 0.554432
2.16733 85.8623 0.570097
1.83796 59.5326 0.719821
2.00267 80.4286 0.634133
1.97085 81.8621 0.645592
1.95027 87.9691 0.665026
1.74682 80.1294 0.747894
2.64543 2.54657 0.48154
2.13453 5.93791 0.600359
2.22713 8.11847 0.5761
2.16268 9.70866 0.592273
2.36487 12.9735 0.535287
2.62243 16.8471 0.479218
2.49602 17.5723 0.507236
2.07605 15.9357 0.621026
2.03196 17.5538 0.643664
2.33614 22.7578 0.543891
2.12215 21.4761 0.610867
2.59277 29.959 0.491058
2.35994 28.3303 0.544501
1.86473 24.4015 0.729506
2.31435 33.1869 0.554312
1.90567 29.2639 0.694105
1.89512 30.0421 0.694223
2.22931 37.9456 0.567927
2.28011 40.3928 0.567839
2.32977 46.2489 0.544482
2.46098 51.4242 0.514917
2.59323 58.1137 0.485975
2.62203 61.269 0.479782
2.3944 57.8463 0.525483
2.0166 46.0953 0.64299
2.36498 57.6363 0.54445
2.66751 79.2952 0.470973
2.63332 86.0457 0.471031
2.44217 68.6154 0.52408
2.44521 72.8218 0.519455
2.51019 80.4321 0.508005
2.22834 64.0196 0.576096
1.88617 50.6467 0.705289
2.38689 81.2346 0.535187
2.09962 63.0564 0.625608
2.05748 65.2775 0.627458
2.2523 82.0642 0.573892
2.16354 86.2816 0.594916
1.98954 71.5108 0.65338
2.09342 86.4259 0.632192
2.01201 84.5105 0.660532
1.81968 68.0552 0.735088
1.92275 84.644 0.697764
2.54345 0.414191 0.511849
1.93639 2.50675 0.714023
2.6238 6.0274 0.495559
2.23585 7.44977 0.588093
2.23768 10.3237 0.587182
2.33235 12.3926 0.566172
2.02548 12.0286 0.665068
2.65684 18.0952 0.482715
1.95038 14.5484 0.693343
2.44865 19.6183 0.533816
2.55653 22.6288 0.504984
2.05736 19.8323 0.648665
2.36057 24.8814 0.55883
2.49728 28.8066 0.527844
2.06676 25.7762 0.65137
2.36361 32.1034 0.555369
2.069 29.5144 0.652581
2.33602 35.94 0.568912
2.08001 33.0676 0.649315
2.42313 41.9535 0.535545
2.62788 50.0045 0.484799
2.7025 53.1104 0.477156
2.56628 51.6055 0.511335
1.93267 38.4187 0.706306
2.36573 50.0936 0.562742
2.01155 42.385 0.681168
1.89403 40.7572 0.738416
2.69969 73.7518 0.477458
2.706 81.1518 0.473825
2.08035 50.7228 0.641648
2.11951 53.4874 0.631867
2.44429 72.0873 0.525262
2.47383 79.2474 0.517997
1.90372 49.7932 0.715007
2.32364 70.2209 0.564396
2.02858 56.9746 0.663458
1.91031 52.5279 0.72786
1.92745 56.4238 0.706691
2.29084 87.4984 0.58235
1.87557 57.0088 0.739259
2.1339 80.8454 0.628749
1.87872 64.9471 0.726504
1.94665 76.1811 0.699115
2.54534 1.00818 0.524893
2.37771 3.23807 0.570268
2.72722 4.75366 0.490645
2.64118 5.62553 0.501903
2.34147 6.22564 0.581504
2.0901 7.47458 0.667055
2.53313 12.4612 0.522674
2.8708 17.5787 0.457814
2.10374 13.9024 0.654477
2.29216 16.5112 0.59604
2.38333 20.4826 0.56434
2.12077 20.9928 0.659409
2.76284 31.1648 0.481286
1.87316 22.1812 0.74812
2.36429 30.0932 0.564846
2.01557 26.7597 0.69145
2.19284 30.8159 0.625107
2.44573 36.2616 0.552283
1.91593 28.6434 0.745537
2.28906 36.5816 0.591948
2.2851 38.756 0.595311
2.75665 54.1996 0.471768
2.55521 50.3556 0.51628
2.39102 46.6685 0.572229
2.44165 51.3673 0.550818
2.03311 42.4649 0.679661
2.86317 77.9629 0.454155
2.53445 60.0066 0.534135
2.55899 63.9792 0.522784
2.46178 63.1228 0.539793
2.71615 78.9307 0.489821
2.69171 83.9195 0.490052
2.37932 64.9782 0.558607
2.36556 63.7624 0.572503
2.58205 88.9546 0.509956
2.51523 83.7759 0.533175
2.25162 65.7465 0.609195
2.29198 71.45 0.595024
2.31217 81.793 0.579323
2.04612 64.6987 0.670295
2.10202 69.5294 0.662234
2.15689 86.3149 0.633838
1.98014 70.7948 0.70678
1.95984 88.421 0.713917
2.86248 1.81227 0.473044
2.92341 4.11699 0.462316
2.59599 7.15659 0.52178
2.82216 9.91916 0.472257
2.30506 10.6879 0.600026
2.37238 12.1488 0.584413
2.39933 14.328 0.572397
2.95376 20.663 0.457977
2.41344 18.904 0.570214
2.78539 24.1031 0.482657
2.14548 21.3753 0.665403
2.6624 28.119 0.51546
2.43317 28.0775 0.567022
2.31825 27.9022 0.605755
2.64784 34.8295 0.519264
2.18837 29.8109 0.640016
2.01276 28.2888 0.713788
2.50709 39.2642 0.541436
2.72573 46.6559 0.492963
2.31314 38.9892 0.609853
1.99688 35.2685 0.716429
2.77885 56.9091 0.490977
2.76273 58.3343 0.488496
2.24783 47.002 0.625267
2.49206 55.844 0.555297
2.46907 56.3189 0.563913
2.77948 78.2276 0.479342
2.78378 80.6469 0.486074
2.57637 68.7274 0.523954
2.33321 58.4553 0.599663
2.68328 86.6072 0.503086
2.32048 61.5261 0.599641
2.01883 51.0437 0.720734
2.28579 64.9913 0.616203
1.94 53.0638 0.738848
1.94534 55.3508 0.742511
2.32696 86.4272 0.594458
2.29009 82.2775 0.611393
2.15655 76.0215 0.652602
2.06264 78.7648 0.687214
2.09858 1.17107 0.708233
2.92605 3.98091 0.464244
2.90121 7.11178 0.480477
2.05954 6.42652 0.717808
